Level,Code,Class title,Element Type Label English,Element Description English
2,RDS11101,Finance and economics,Exclusion(s),economics of health policy outcomes  (See RDS10703 Public health (except specific population health))
2,RDS11101,Finance and economics,Exclusion(s),environmental aspects of resource consumption  (See RDS10201 Environmentally sustainable human activities)
2,RDS11101,Finance and economics,Exclusion(s),international trade issues  (See RDS11102 International trade)
2,RDS11101,Finance and economics,Exclusion(s),"understanding current social, political and economic aspects of other countries  (See RDS11105 International relations)"
2,RDS11102,International trade,Illustrative example(s),international agreements on trade 
2,RDS11102,International trade,Illustrative example(s),trade assistance and protection 
2,RDS11102,International trade,Illustrative example(s),trade policy 
2,RDS11102,International trade,All examples,international agreements on trade 
2,RDS11102,International trade,All examples,"international trade, n.e.c. "
2,RDS11102,International trade,All examples,trade assistance and protection 
2,RDS11102,International trade,All examples,trade policy 
2,RDS11102,International trade,Exclusion(s),domestic trade  (See RDS11101 Finance and economics)
2,RDS11102,International trade,Exclusion(s),"efficiency, safety and utility of international transport of freight and passengers  (See RDS104 Transport, telecommunication and other infrastructures (including buildings))"
2,RDS11102,International trade,Exclusion(s),environmental aspects of international trade  (See RDS10201 Environmentally sustainable human activities)
2,RDS11102,International trade,Exclusion(s),"international political economy, other than international trade, and international relations that do not relate to trade  (See RDS11105 International relations)"
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),business support services (including property services and retail trade) 
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),industrial relations and unions 
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),management 
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),marketing 
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),productivity 
2,RDS11103,"Management, marketing and productivity",Illustrative example(s),"technological, organisational and social innovation "
2,RDS11103,"Management, marketing and productivity",All examples,business support services (including property services and retail trade) 
2,RDS11103,"Management, marketing and productivity",All examples,industrial relations and unions 
2,RDS11103,"Management, marketing and productivity",All examples,management 
2,RDS11103,"Management, marketing and productivity",All examples,marketing 
2,RDS11103,"Management, marketing and productivity",All examples,"other activities related to management, marketing and productivity, n.e.c. "
2,RDS11103,"Management, marketing and productivity",All examples,productivity 
2,RDS11103,"Management, marketing and productivity",All examples,"technological, organisational and social innovation "
2,RDS11103,"Management, marketing and productivity",Exclusion(s),"employment, work patterns and workplace safety issues  (See RDS11107 Work and labour market issues)"
2,RDS11103,"Management, marketing and productivity",Exclusion(s),occupational health  (See RDS10704 Specific population health)
2,RDS11104,Government and politics,Illustrative example(s),"civicism, citizenship and national identity "
2,RDS11104,Government and politics,Illustrative example(s),electoral systems 
2,RDS11104,Government and politics,Illustrative example(s),political systems 
2,RDS11104,Government and politics,Illustrative example(s),public services policy and analysis 
2,RDS11104,Government and politics,All examples,"civicism, citizenship and national identity "
2,RDS11104,Government and politics,All examples,electoral systems 
2,RDS11104,Government and politics,All examples,"government and politics, n.e.c. "
2,RDS11104,Government and politics,All examples,political systems 
2,RDS11104,Government and politics,All examples,public services policy and analysis 
2,RDS11105,International relations,Illustrative example(s),defence and security policy 
2,RDS11105,International relations,Illustrative example(s),globalization 
2,RDS11105,International relations,Illustrative example(s),international aid and development 
2,RDS11105,International relations,Illustrative example(s),international organizations 
2,RDS11105,International relations,Illustrative example(s),international political economy (except international trade) 
2,RDS11105,International relations,All examples,defence and security policy 
2,RDS11105,International relations,All examples,globalization 
2,RDS11105,International relations,All examples,international aid and development 
2,RDS11105,International relations,All examples,international organizations 
2,RDS11105,International relations,All examples,international political economy (except international trade) 
2,RDS11105,International relations,All examples,"international relations, n.e.c. "
2,RDS11105,International relations,Exclusion(s),defence and national security operations  (See RDS112 Defence)
2,RDS11105,International relations,Exclusion(s),international environmental protection issues  (See RDS10201 Environmentally sustainable human activities)
2,RDS11105,International relations,Exclusion(s),international trade issues  (See RDS11102 International trade)
2,RDS11106,Justice and the law,Illustrative example(s),civil justice 
2,RDS11106,Justice and the law,Illustrative example(s),crime prevention 
2,RDS11106,Justice and the law,Illustrative example(s),criminal justice 
2,RDS11106,Justice and the law,Illustrative example(s),law enforcement 
2,RDS11106,Justice and the law,Illustrative example(s),law reform 
2,RDS11106,Justice and the law,Illustrative example(s),legal processes 
2,RDS11106,Justice and the law,Illustrative example(s),"legislation, civil and criminal codes "
2,RDS11106,Justice and the law,Illustrative example(s),rehabilitation and correctional services 
2,RDS11106,Justice and the law,All examples,civil justice 
2,RDS11106,Justice and the law,All examples,crime prevention 
2,RDS11106,Justice and the law,All examples,criminal justice 
2,RDS11106,Justice and the law,All examples,"justice and the law, n.e.c. "
2,RDS11106,Justice and the law,All examples,law enforcement 
2,RDS11106,Justice and the law,All examples,law reform 
2,RDS11106,Justice and the law,All examples,legal processes 
2,RDS11106,Justice and the law,All examples,"legislation, civil and criminal codes "
2,RDS11106,Justice and the law,All examples,rehabilitation and correctional services 
2,RDS11106,Justice and the law,Exclusion(s),ethics  (See RDS11008 Ethics)
2,RDS11107,Work and labour market issues,Illustrative example(s),employment patterns and change 
2,RDS11107,Work and labour market issues,Illustrative example(s),labour market 
2,RDS11107,Work and labour market issues,Illustrative example(s),professions and professionalisation 
2,RDS11107,Work and labour market issues,Illustrative example(s),salaries and benefits 
2,RDS11107,Work and labour market issues,Illustrative example(s),work and family responsibilities 
2,RDS11107,Work and labour market issues,Illustrative example(s),workplace accommodations and safety 
2,RDS11107,Work and labour market issues,All examples,employment patterns and change 
2,RDS11107,Work and labour market issues,All examples,labour market 
2,RDS11107,Work and labour market issues,All examples,professions and professionalisation 
2,RDS11107,Work and labour market issues,All examples,salaries and benefits 
2,RDS11107,Work and labour market issues,All examples,work and family responsibilities 
2,RDS11107,Work and labour market issues,All examples,"work and labour market issues, n.e.c. "
2,RDS11107,Work and labour market issues,All examples,workplace accommodations and safety 
2,RDS11107,Work and labour market issues,Exclusion(s),"management and productivity, including industrial relations  (See RDS11103 Management, marketing and productivity)"
2,RDS11107,Work and labour market issues,Exclusion(s),occupational health  (See RDS10704 Specific population health)
2,RDS11107,Work and labour market issues,Exclusion(s),workplace and organisational ethics  (See RDS11008 Ethics)
2,RDS11108,"Environment, urban, and rural planning and development",Illustrative example(s),environmental issues and policies 
2,RDS11108,"Environment, urban, and rural planning and development",Illustrative example(s),northern development 
2,RDS11108,"Environment, urban, and rural planning and development",Illustrative example(s),population issues 
2,RDS11108,"Environment, urban, and rural planning and development",Illustrative example(s),rural planning and development 
2,RDS11108,"Environment, urban, and rural planning and development",Illustrative example(s),urban planning and development 
2,RDS11108,"Environment, urban, and rural planning and development",All examples,"environment, and urban, and rural planning and development, n.e.c. "
2,RDS11108,"Environment, urban, and rural planning and development",All examples,environmental issues and policies 
2,RDS11108,"Environment, urban, and rural planning and development",All examples,northern development 
2,RDS11108,"Environment, urban, and rural planning and development",All examples,population issues 
2,RDS11108,"Environment, urban, and rural planning and development",All examples,rural planning and development 
2,RDS11108,"Environment, urban, and rural planning and development",All examples,urban planning and development 
2,RDS11108,"Environment, urban, and rural planning and development",Exclusion(s),environmentally sustainable human activities (except water management and energy efficiency)  (See RDS10201 Environmentally sustainable human activities)
2,RDS11108,"Environment, urban, and rural planning and development",Exclusion(s),management of energy consumption for better efficiencies  (See RDS10506 Energy conservation and efficiency)
2,RDS11108,"Environment, urban, and rural planning and development",Exclusion(s),"scientific activities related research into pollution, except protection against harmful effects in town and country planning, and into environments affected by commerce services and tourism activities  (See RDS102 Environmental protection)"
2,RDS11109,Family and social work,Illustrative example(s),ageing and older persons 
2,RDS11109,Family and social work,Illustrative example(s),children's services and childcare 
2,RDS11109,Family and social work,Illustrative example(s),development and welfare 
2,RDS11109,Family and social work,Illustrative example(s),families and family services 
2,RDS11109,Family and social work,Illustrative example(s),homelessness and housing services 
2,RDS11109,Family and social work,Illustrative example(s),violence 
2,RDS11109,Family and social work,Illustrative example(s),youth services 
2,RDS11109,Family and social work,All examples,ageing and older persons 
2,RDS11109,Family and social work,All examples,children's services and childcare 
2,RDS11109,Family and social work,All examples,development and welfare 
2,RDS11109,Family and social work,All examples,families and family services 
2,RDS11109,Family and social work,All examples,"family and social work, n.e.c. "
2,RDS11109,Family and social work,All examples,homelessness and housing services 
2,RDS11109,Family and social work,All examples,violence 
2,RDS11109,Family and social work,All examples,youth services 
2,RDS11109,Family and social work,Exclusion(s),"development and provision of community services to vulnerable population groups such as the aged persons, ethnic minorities, indigenous communities, etc.  (See RDS11110 Social justice)"
2,RDS11109,Family and social work,Exclusion(s),development and provision of health services to specific population and community health education services  (See RDS10704 Specific population health)
2,RDS11109,Family and social work,Exclusion(s),social ethics  (See RDS11008 Ethics)
2,RDS11109,Family and social work,Exclusion(s),unpaid work and volunteering  (See RDS11107 Work and labour market issues)
2,RDS11110,Social justice,Illustrative example(s),accessibility 
2,RDS11110,Social justice,Illustrative example(s),discrimination 
2,RDS11110,Social justice,Illustrative example(s),gender groups 
2,RDS11110,Social justice,Illustrative example(s),human rights 
2,RDS11110,Social justice,Illustrative example(s),indigenous peoples 
2,RDS11110,Social justice,Illustrative example(s),migrant development and refugee services 
2,RDS11110,Social justice,Illustrative example(s),people with disabilities 
2,RDS11110,Social justice,Illustrative example(s),poverty 
2,RDS11110,Social justice,Illustrative example(s),"social equity, diversity, and inclusion "
2,RDS11110,Social justice,Illustrative example(s),visible minorities 
2,RDS11110,Social justice,All examples,accessibility 
2,RDS11110,Social justice,All examples,discrimination 
2,RDS11110,Social justice,All examples,gender groups 
2,RDS11110,Social justice,All examples,human rights 
2,RDS11110,Social justice,All examples,indigenous peoples 
2,RDS11110,Social justice,All examples,migrant development and refugee services 
2,RDS11110,Social justice,All examples,"other social justice, n.e.c. "
2,RDS11110,Social justice,All examples,people with disabilities 
2,RDS11110,Social justice,All examples,poverty 
2,RDS11110,Social justice,All examples,"social equity, diversity, and inclusion "
2,RDS11110,Social justice,All examples,visible minorities 
2,RDS11110,Social justice,Exclusion(s),"animal welfare  (See RDS10899 Agriculture, n.e.c.)"
2,RDS11110,Social justice,Exclusion(s),development and provision of health services to specific population and community health education services  (See RDS10704 Specific population health)
2,RDS11110,Social justice,Exclusion(s),development and welfare  (See RDS11109 Family and social work)
2,RDS11110,Social justice,Exclusion(s),social ethics  (See RDS11008 Ethics)
2,RDS11110,Social justice,Exclusion(s),unpaid work and volunteering  (See RDS11107 Work and labour market issues)
2,RDS11199,"Political and social systems, structure and processes, n.e.c.",All examples,"advancement of knowledge in activities related to political and social systems, structure and processes "
2,RDS11199,"Political and social systems, structure and processes, n.e.c.",All examples,"other political and social systems, structure and processes, n.e.c. "
1,RDS112,Defence,Exclusion(s),development and provision of measurement standards and calibration services for defence related products and processes  (See RDS10611 Measurement standards and calibration services)
1,RDS112,Defence,Exclusion(s),improvement of methods of producing or processing military or defence-related equipment and materials  (See RDS106 Industrial production and technology)
2,RDS11299,Defence,Illustrative example(s),air force 
2,RDS11299,Defence,Illustrative example(s),army 
2,RDS11299,Defence,Illustrative example(s),"command, control and communications "
2,RDS11299,Defence,Illustrative example(s),defense logistics 
2,RDS11299,Defence,Illustrative example(s),emerging defence technologies 
2,RDS11299,Defence,Illustrative example(s),intelligence 
2,RDS11299,Defence,Illustrative example(s),military personnel 
2,RDS11299,Defence,Illustrative example(s),national security 
2,RDS11299,Defence,Illustrative example(s),navy 
2,RDS11299,Defence,All examples,advancement of knowledge in activities related to national defense 
2,RDS11299,Defence,All examples,air force 
2,RDS11299,Defence,All examples,army 
2,RDS11299,Defence,All examples,"command, control and communications "
2,RDS11299,Defence,All examples,"defence, n.e.c. "
2,RDS11299,Defence,All examples,defense logistics 
2,RDS11299,Defence,All examples,emerging defence technologies 
2,RDS11299,Defence,All examples,intelligence 
2,RDS11299,Defence,All examples,military personnel 
2,RDS11299,Defence,All examples,national security 
2,RDS11299,Defence,All examples,navy 
2,RDS11299,Defence,Exclusion(s),"civil-oriented projects in communication technologies, systems and services  (See RDS10406 Communication technologies, systems and services)"
2,RDS11299,Defence,Exclusion(s),development and provision of measurement standards and calibration services for defence-related products and processes  (See RDS10611 Measurement standards and calibration services)
2,RDS11299,Defence,Exclusion(s),R&D activities directed towards improving relationship with other countries for the purpose of improving national and international defence and security  (See RDS11105 International relations)
