Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
2,RDF502,Economics and business administration,Exclusion(s),,economic geography (See RDF5070101 Economic geography),
2,RDF502,Economics and business administration,Exclusion(s),,economic geology (See RDF1050313 Economic geology),
2,RDF502,Economics and business administration,Exclusion(s),,"economics, business and management curriculum, pedagogy and didactics (See RDF5030203 Economics, business and management curriculum, pedagogy and didactics)",
2,RDF502,Economics and business administration,Exclusion(s),,"educational administration and management (See RDF5030304 Educational administration, management and leadership)",
2,RDF502,Economics and business administration,Exclusion(s),,fisheries management (See RDF4010503 Fisheries management),
2,RDF502,Economics and business administration,Exclusion(s),,forestry fire management (See RDF4010403 Forestry fire management),
2,RDF502,Economics and business administration,Exclusion(s),,forestry management (See RDF4010404 Forestry management and environment),
2,RDF502,Economics and business administration,Exclusion(s),,heritage management (See RDF6040804 Heritage management),
2,RDF502,Economics and business administration,Exclusion(s),,history and philosophy of economics (See RDF6030303 History and philosophy of economics),
2,RDF502,Economics and business administration,Exclusion(s),,housing market management (See RDF5070203 Housing market development and management),
2,RDF502,Economics and business administration,Exclusion(s),,management of residual materials (See RDF2080101 Residual materials management),
2,RDF502,Economics and business administration,Exclusion(s),,manufacturing management (See RDF2040305 Manufacturing management),
2,RDF502,Economics and business administration,Exclusion(s),,natural resource management (See RDF1051007 Natural resource management),
2,RDF502,Economics and business administration,Exclusion(s),,private policing and security services (See RDF5090206 Private policing and security services),
2,RDF502,Economics and business administration,Exclusion(s),,records and information management other than business records and information management (See RDF1020706 Records and information management (except business records and information management)),
2,RDF502,Economics and business administration,Exclusion(s),,"recreation, leisure and tourism geography (See RDF5070103 Recreation, leisure and tourism geography)",
2,RDF502,Economics and business administration,Exclusion(s),,"social impacts of marketing and advertising (See RDF5040101 Applied sociology, program evaluation and social impact assessment)",
2,RDF502,Economics and business administration,Exclusion(s),,tourism policy (See RDF5060218 Tourism policy),
2,RDF502,Economics and business administration,Exclusion(s),,waste management (See RDF2080107 Waste management (including agricultural waste)),
2,RDF502,Economics and business administration,Exclusion(s),,wildlife and habitat management (See RDF1051008 Wildlife and habitat management),
3,RDF50201,Economics,Exclusion(s),,development geography (See RDF5070102 Development geography),
3,RDF50201,Economics,Exclusion(s),,economic development policy (See RDF5060208 Economic development policy),
3,RDF50201,Economics,Exclusion(s),,economic geography (See RDF5070101 Economic geography),
3,RDF50201,Economics,Exclusion(s),,economic geology (See RDF1050313 Economic geology),
3,RDF50201,Economics,Exclusion(s),,history and philosophy of economics (See RDF6030303 History and philosophy of economics),
3,RDF50201,Economics,Exclusion(s),,international cooperation and development policies (See RDF5060209 International cooperation and development policies),
3,RDF50201,Economics,Exclusion(s),,"recreation, leisure and tourism geography (See RDF5070103 Recreation, leisure and tourism geography)",
4,RDF5020101,Economic history and heterodox economics,Exclusion(s),,economic systems (See RDF5020122 Economic systems),
4,RDF5020111,Environment and natural resources economics,Exclusion(s),,environmental management other than in natural environment (See RDF5020515 Environmental management (except in natural environment)),
4,RDF5020114,International economics and international finance,Exclusion(s),,international trade (See RDF5020503 International trade),
4,RDF5020120,Economics of international development,Exclusion(s),,international economics and international finance (See RDF5020114 International economics and international finance),
4,RDF5020120,Economics of international development,Exclusion(s),,international trade (See RDF5020503 International trade),
4,RDF5020124,Social and solidarity economics,Exclusion(s),,circular economy (See RDF5020123 Circular economy),
4,RDF5020125,Collaborative economy and sharing economy,Exclusion(s),,circular economy (See RDF5020123 Circular economy),
3,RDF50202,Industrial relations and work relations,Exclusion(s),,economic development policy (See RDF5060208 Economic development policy),
3,RDF50202,Industrial relations and work relations,Exclusion(s),,international cooperation and development policies (See RDF5060209 International cooperation and development policies),
3,RDF50202,Industrial relations and work relations,Exclusion(s),,policy and policy administration (See RDF50602 Policy and policy administration),
3,RDF50204,Finance,Exclusion(s),,actuarial science and mathematical finance (See RDF1010308 Actuarial science and mathematical finance),
3,RDF50204,Finance,Exclusion(s),,financial economics (See RDF5020112 Financial economics),
4,RDF5020401,Accounting,Exclusion(s),,actuarial science (See RDF1010308 Actuarial science and mathematical finance),
4,RDF5020402,Financial management,Exclusion(s),,financial economics (See RDF5020112 Financial economics),
4,RDF5020405,Monetary systems and policies,Exclusion(s),,monetary and fiscal theory (See RDF5020102 Macroeconomics (including monetary and fiscal theory)),
3,RDF50205,Management and trade,Exclusion(s),,heritage management (See RDF6040804 Heritage management),
3,RDF50205,Management and trade,Exclusion(s),,manufacturing management (See RDF2040305 Manufacturing management),
4,RDF5020504,Operations and supply chain management,Exclusion(s),,research specifically oriented towards inventory and distribution logistics (See RDF5020506 Inventory and distribution logistics),
4,RDF5020511,Sustainability management,Exclusion(s),,natural environment sustainability studies (See RDF1051005 Natural environment sustainability studies),
4,RDF5020512,Sustainable development and policy,Exclusion(s),,sustainability management (See RDF5020511 Sustainability management),
4,RDF5020515,Environmental management (except in natural environment),Exclusion(s),,natural environmental management (See RDF1051004 Natural (biophysical) environment management),
2,RDF503,Education,Exclusion(s),,economics of education (See RDF5020109 Economics of education),
2,RDF503,Education,Exclusion(s),,education associated with linguistics (See RDF60202 Linguistics),
2,RDF503,Education,Exclusion(s),,educational psychology (See RDF5010103 Educational psychology),
2,RDF503,Education,Exclusion(s),,sociology of education (See RDF5040109 Sociology of education),
3,RDF50301,Education systems,Exclusion(s),,"curriculum, pedagogy and didactics relating to specific subject areas (See RDF50302 Curriculum, pedagogy and didactics)",
3,RDF50301,Education systems,Exclusion(s),,specialized studies in education (including educational administration) (See RDF50303 Specialized studies in education),
4,RDF5030106,Indigenous education system,Exclusion(s),,teaching approaches (See RDF5030213 Teaching approaches),
4,RDF5030107,"Technical, continuing and workplace education",Exclusion(s),,teaching approaches (See RDF5030213 Teaching approaches),
4,RDF5030108,Open education,Exclusion(s),,open pedagogy (See RDF5030214 Open pedagogy),
4,RDF5030108,Open education,Exclusion(s),,teaching approaches (See RDF5030213 Teaching approaches),
4,RDF5030109,Distance learning,Exclusion(s),,teaching approaches (See RDF5030213 Teaching approaches),
3,RDF50302,"Curriculum, pedagogy and didactics",Exclusion(s),,pedagogy associated with linguistics (See RDF60202 Linguistics),
3,RDF50302,"Curriculum, pedagogy and didactics",Exclusion(s),,teacher education and the professional development of educators (See RDF5030311 Teacher education and professional development of educators),
4,RDF5030204,"English language and literacy curriculum, pedagogy and didactics (except ESL, TESOL, LOTE and sign language)",Exclusion(s),,"curriculum, pedagogy and didactics in ESL, TESOL, LOTE and sign language (See RDF5030206 ESL, TESOL, LOTE and sign language curriculum, pedagogy and didactics)",
4,RDF5030205,"French language and literacy curriculum, pedagogy and didactics (except sign language)",Exclusion(s),,curriculum and pedagogy theory and development (See RDF5030202 Curriculum and pedagogy theory and development),
4,RDF5030205,"French language and literacy curriculum, pedagogy and didactics (except sign language)",Exclusion(s),,"curriculum, pedagogy and didactics for economics, business and management (See RDF5030203 Economics, business and management curriculum, pedagogy and didactics)",
4,RDF5030205,"French language and literacy curriculum, pedagogy and didactics (except sign language)",Exclusion(s),,"curriculum, pedagogy and didactics in economics, business and management (See RDF5030203 Economics, business and management curriculum, pedagogy and didactics)",
4,RDF5030207,"Humanities and social sciences curriculum, pedagogy and didactics (except economics, business and management)",Exclusion(s),,"sign language (See RDF5030206 ESL, TESOL, LOTE and sign language curriculum, pedagogy and didactics)",
4,RDF5030214,Open pedagogy,Exclusion(s),,open education (See RDF5030108 Open education),
3,RDF50303,Specialized studies in education,Exclusion(s),,"curriculum, pedagogy and didactics relating to specific subject areas (See RDF50302 Curriculum, pedagogy and didactics)",
3,RDF50303,Specialized studies in education,Exclusion(s),,economics of education (See RDF5020109 Economics of education),
3,RDF50303,Specialized studies in education,Exclusion(s),,education associated with linguistics (See RDF60202 Linguistics),
3,RDF50303,Specialized studies in education,Exclusion(s),,education policy (See RDF5060211 Educational policy),
3,RDF50303,Specialized studies in education,Exclusion(s),,education systems (including indigenous education system) (See RDF50301 Education systems),
3,RDF50303,Specialized studies in education,Exclusion(s),,educational psychology (See RDF5010103 Educational psychology),
3,RDF50303,Specialized studies in education,Exclusion(s),,history and philosophy of education (See RDF6030302 History and philosophy of education),
3,RDF50303,Specialized studies in education,Exclusion(s),,sociology of education (See RDF5040109 Sociology of education),
4,RDF5030307,Ethnic education (except Indigenous education),Exclusion(s),,specialized studies in indigenous education (See RDF5030301 Specialized studies in Indigenous education),
2,RDF504,Sociology and related studies,Exclusion(s),,economics (including urban and regional economics) (See RDF50201 Economics),
2,RDF504,Sociology and related studies,Exclusion(s),,philosophy of religion (See RDF6030113 Philosophy of religion),
2,RDF504,Sociology and related studies,Exclusion(s),,religion and religious studies (See RDF60103 Religion and religious studies),
2,RDF504,Sociology and related studies,Exclusion(s),,social geography (See RDF5070104 Social and cultural geography),
2,RDF504,Sociology and related studies,Exclusion(s),,social philosophy (See RDF6030116 Social philosophy),
2,RDF504,Sociology and related studies,Exclusion(s),,sociolinguistics (language in society) (See RDF6020205 Sociolinguistics),
2,RDF504,Sociology and related studies,Exclusion(s),,urban and regional planning (See RDF50702 Urban and regional planning),
3,RDF50401,Sociology,Exclusion(s),,cultural impacts of marketing and advertising (See RDF60501 Cultural studies),
3,RDF50401,Sociology,Exclusion(s),,social policy (See RDF5060217 Social policy),
4,RDF5040101,"Applied sociology, program evaluation and social impact assessment",Exclusion(s),,social impacts of artificial intelligence (See RDF5040113 Social impacts of artificial intelligence),
4,RDF5040106,Social theory,Exclusion(s),,sociological methodology and research methods (See RDF5040107 Sociological methodology and research methods),
4,RDF5049902,Studies of Canadian society,Exclusion(s),,studies specific to Indigenous societies (See RDF5049901 Studies of Indigenous societies),
2,RDF505,Law and legal practice,Exclusion(s),,"applications of labour laws, policies and standards in the workplace (See RDF5020201 Labour laws, policies and standards applications in the workplace)",
2,RDF505,Law and legal practice,Exclusion(s),,history and philosophy of law and justice (See RDF6030305 History and philosophy of law and justice),
3,RDF50501,Law (except legal practice and international law),Exclusion(s),,"applications of labour laws, policies and standards in the workplace (See RDF5020201 Labour laws, policies and standards applications in the workplace)",
3,RDF50501,Law (except legal practice and international law),Exclusion(s),,international law (See RDF50503 International law),
3,RDF50501,Law (except legal practice and international law),Exclusion(s),,legal practice (See RDF50502 Legal practice),
4,RDF5050118,"Labour, employment, compensation and pension law",Exclusion(s),,"applications of labour laws, policies and standards in the workplace (See RDF5020201 Labour laws, policies and standards applications in the workplace)",
4,RDF5050119,Property law (except intellectual property law),Exclusion(s),,intellectual property law (See RDF5050115 Intellectual property law),
4,RDF5050199,"Law (except legal practice and international law), n.e.c.",Exclusion(s),,international law (See RDF50503 International law),
4,RDF5050199,"Law (except legal practice and international law), n.e.c.",Exclusion(s),,legal practice (See RDF50502 Legal practice),
4,RDF5050301,Public international law (except international trade law),Exclusion(s),,international trade law (See RDF5050302 International trade law),
4,RDF5060108,Specialized politics,Exclusion(s),,Indigenous politics (See RDF5060102 Indigenous politics),
4,RDF5060109,Political behaviour and election studies,Exclusion(s),,social movements and democracy (See RDF5060110 Social movements and democracy),
4,RDF5060111,Politics of outer space,Exclusion(s),,outer space policy (See RDF5050125 Outer space law and policy),
3,RDF50602,Policy and policy administration,Exclusion(s),,"educational administration (See RDF5030304 Educational administration, management and leadership)",
3,RDF50602,Policy and policy administration,Exclusion(s),,health care administration (See RDF3030402 Health care administration),
3,RDF50602,Policy and policy administration,Exclusion(s),,history and philosophy of engineering and technology (See RDF6030304 History and philosophy of engineering and technology),
3,RDF50602,Policy and policy administration,Exclusion(s),,history and philosophy of science and technology (See RDF6030307 History and philosophy of science (including non-historical philosophy of science)),
3,RDF50602,Policy and policy administration,Exclusion(s),,law and legal practice (See RDF505 Law and legal practice),
3,RDF50602,Policy and policy administration,Exclusion(s),,policy and policy administration associated with criminology (See RDF50902 Criminology),
3,RDF50602,Policy and policy administration,Exclusion(s),,religion and religious studies (See RDF60103 Religion and religious studies),
3,RDF50602,Policy and policy administration,Exclusion(s),,social philosophy (See RDF6030116 Social philosophy),
3,RDF50602,Policy and policy administration,Exclusion(s),,sociolinguistics (language in society) (See RDF6020205 Sociolinguistics),
4,RDF5060201,Indigenous policy and policy administration,Exclusion(s),,Indigenous politics (See RDF5060102 Indigenous politics),
4,RDF5060206,Public security policy,Exclusion(s),,crime policy (See RDF5060205 Crime policy),
4,RDF5060206,Public security policy,Exclusion(s),,cybersecurity policy (See RDF5060207 Cybersecurity policy),
4,RDF5060215,Public policy,Exclusion(s),,public administration (See RDF5060214 Public administration),
2,RDF507,Social and economic geography,Exclusion(s),,biogeography and phylogeography (See RDF1060502 Biogeography and phylogeography),
2,RDF507,Social and economic geography,Exclusion(s),,geodesy (See RDF1050408 Geodesy),
2,RDF507,Social and economic geography,Exclusion(s),,geomatics associated with earth systems observations (See RDF10509 Geomatics and earth systems observations),
2,RDF507,Social and economic geography,Exclusion(s),,geomatics engineering (See RDF20802 Geomatics engineering),
3,RDF50701,Human geography,Exclusion(s),,biogeography and phylogeography (See RDF1060502 Biogeography and phylogeography),
3,RDF50701,Human geography,Exclusion(s),,demography (See RDF50903 Demography),
3,RDF50701,Human geography,Exclusion(s),,economics (including urban and regional economics) (See RDF50201 Economics),
3,RDF50701,Human geography,Exclusion(s),,geomatics associated with earth systems observations (See RDF10509 Geomatics and earth systems observations),
3,RDF50701,Human geography,Exclusion(s),,geomatics engineering (See RDF20802 Geomatics engineering),
3,RDF50701,Human geography,Exclusion(s),,urban and environment policy (See RDF50602 Policy and policy administration),
3,RDF50701,Human geography,Exclusion(s),,urban and regional planning (See RDF50702 Urban and regional planning),
4,RDF5070111,Environmental geography,Exclusion(s),,geodesy (See RDF1050408 Geodesy),
3,RDF50702,Urban and regional planning,Exclusion(s),,"agricultural land use and planning (See RDF40101 Agriculture, land and farm management)",
3,RDF50702,Urban and regional planning,Exclusion(s),,architecture (See RDF60402 Architecture),
3,RDF50702,Urban and regional planning,Exclusion(s),,human geography (See RDF50701 Human geography),
3,RDF50702,Urban and regional planning,Exclusion(s),,land transport systems engineering (See RDF20103 Land transportation systems engineering),
3,RDF50702,Urban and regional planning,Exclusion(s),,landscape architecture (See RDF6040206 Landscape architecture),
3,RDF50702,Urban and regional planning,Exclusion(s),,management of parks in natural environments (See RDF10510 Natural environment sciences),
3,RDF50702,Urban and regional planning,Exclusion(s),,urban policy (See RDF5060219 Urban policy),
4,RDF5070202,History and theory of the built environment (except architecture),Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
4,RDF5070209,Landscape studies (except architecture),Exclusion(s),,landscape architecture (See RDF6040206 Landscape architecture),
3,RDF50801,Communication and media studies,Exclusion(s),,communications technologies (See RDF20302 Communications and networks technologies),
3,RDF50801,Communication and media studies,Exclusion(s),,cultural impacts of marketing and advertising (See RDF60501 Cultural studies),
3,RDF50801,Communication and media studies,Exclusion(s),,"film, television and digital media (See RDF50802 Film, television and digital media)",
3,RDF50801,Communication and media studies,Exclusion(s),,journalism and professional writing (See RDF50803 Journalism and professional writing),
3,RDF50801,Communication and media studies,Exclusion(s),,marketing and advertising (See RDF50203 Marketing),
3,RDF50801,Communication and media studies,Exclusion(s),,"social impacts of marketing and advertising (See RDF5040101 Applied sociology, program evaluation and social impact assessment)",
3,RDF50801,Communication and media studies,Exclusion(s),,"studies on cultural aspects of media (including digital) (See RDF6050104 Media, visual and digital culture)",
4,RDF5080101,General communication studies,Exclusion(s),,communication technology and digital media studies (See RDF5080102 Communication technology and digital media studies),
4,RDF5080101,General communication studies,Exclusion(s),,"film, television and digital media (See RDF50802 Film, television and digital media)",
4,RDF5080101,General communication studies,Exclusion(s),,international and development communication studies (See RDF5080103 International and development communication),
4,RDF5080101,General communication studies,Exclusion(s),,media studies other than social media and digital media (See RDF5080104 Media studies (except social media and digital media)),
4,RDF5080101,General communication studies,Exclusion(s),,"organizational, interpersonal and intercultural communication studies (See RDF5080105 Organizational, interpersonal and intercultural communication)",
4,RDF5080101,General communication studies,Exclusion(s),,political communication studies (See RDF5080108 Political communication studies),
4,RDF5080101,General communication studies,Exclusion(s),,public relations studies (See RDF5080107 Public relations studies),
4,RDF5080101,General communication studies,Exclusion(s),,social media studies (See RDF5080106 Social media studies),
4,RDF5080104,Media studies (except social media and digital media),Exclusion(s),,"digital media studies (See RDF50802 Film, television and digital media)",
4,RDF5080104,Media studies (except social media and digital media),Exclusion(s),,social media studies (See RDF5080106 Social media studies),
4,RDF5080107,Public relations studies,Exclusion(s),,political communication studies (See RDF5080108 Political communication studies),
3,RDF50802,"Film, television and digital media",Exclusion(s),,communications technologies including broadcasting systems (See RDF20302 Communications and networks technologies),
3,RDF50802,"Film, television and digital media",Exclusion(s),,computer hardware (See RDF20301 Computer engineering),
3,RDF50802,"Film, television and digital media",Exclusion(s),,computer software development (See RDF10203 Programming languages and software engineering),
3,RDF50802,"Film, television and digital media",Exclusion(s),,film and television scriptwriting (See RDF6040402 Script development),
3,RDF50802,"Film, television and digital media",Exclusion(s),,"lens-based practice, including photography (See RDF6040703 Photography)",
3,RDF50802,"Film, television and digital media",Exclusion(s),,"media, visual and digital culture (See RDF6050104 Media, visual and digital culture)",
3,RDF50802,"Film, television and digital media",Exclusion(s),,studies on cultural aspects of films (See RDF60501 Cultural studies),
4,RDF5080201,Cinema studies,Exclusion(s),,film and television scriptwriting (See RDF6040402 Script development),
4,RDF5080203,Interactive media studies,Exclusion(s),,film and television scriptwriting (See RDF6040402 Script development),
4,RDF5080204,Computer gaming and animation studies,Exclusion(s),,computer software development (See RDF10203 Programming languages and software engineering),
3,RDF50803,Journalism and professional writing,Exclusion(s),,communication and media studies (See RDF50801 Communication and media studies),
3,RDF50803,Journalism and professional writing,Exclusion(s),,communications technologies (See RDF20302 Communications and networks technologies),
3,RDF50803,Journalism and professional writing,Exclusion(s),,creative writing (See RDF60404 Creative writing),
3,RDF50803,Journalism and professional writing,Exclusion(s),,literary studies (See RDF60203 Literature and literary studies),
4,RDF5080301,Journalism studies,Exclusion(s),,creative writing (See RDF60404 Creative writing),
4,RDF5080302,Rhetoric and writing studies,Exclusion(s),,technical writing (See RDF5080304 Technical writing),
4,RDF5080399,"Journalism and professional writing, n.e.c.",Exclusion(s),,creative writing (See RDF60404 Creative writing),
3,RDF50901,Anthropology,Exclusion(s),,anthropological genetics (See RDF1060601 Anthropological genetics),
3,RDF50901,Anthropology,Exclusion(s),,archaeology (See RDF60102 Archaeology),
3,RDF50902,Criminology,Exclusion(s),,crime policy (See RDF5060205 Crime policy),
3,RDF50902,Criminology,Exclusion(s),,criminal law (See RDF5050110 Criminal law and procedure),
3,RDF50902,Criminology,Exclusion(s),,forensic biology (See RDF1060113 Forensic biology),
3,RDF50902,Criminology,Exclusion(s),,forensic chemistry (See RDF1049901 Forensic chemistry),
3,RDF50902,Criminology,Exclusion(s),,forensic psychology (See RDF5010105 Forensic psychology),
3,RDF50902,Criminology,Exclusion(s),,forensic statistics (See RDF10103 Statistics),
3,RDF50904,Social work,Exclusion(s),,human geography (See RDF50701 Human geography),
3,RDF50904,Social work,Exclusion(s),,social policy (See RDF5060217 Social policy),
4,RDF5099904,Family social studies (except demographic aspects),Exclusion(s),,demographic aspects of family social studies (See RDF5090301 Family and household demographic studies),
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5030301,"specialized studies in Indigenous education, other than in an interdisciplinary context (See RDF5030301 Specialized studies in Indigenous education)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF6020108,"North American Indigenous languages, other than in an interdisciplinary context (See RDF6020108 North American Indigenous languages)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF6020303,"Indigenous literatures, other than in an interdisciplinary context (See RDF6020303 Indigenous literatures)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5049901,"studies of Indigenous societies, other than in an interdisciplinary context (See RDF5049901 Studies of Indigenous societies)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5050101,"Indigenous law, other than in an interdisciplinary context (See RDF5050101 Indigenous law)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF3020303,"traditional Indigenous medicine and treatments, other than in an interdisciplinary context (See RDF3020303 Traditional Indigenous medicine and treatments)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF6010101,"Indigenous history, other than in an interdisciplinary context (See RDF6010101 Indigenous history)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5060201,"Indigenous policy and policy administration, other than in an interdisciplinary context (See RDF5060201 Indigenous policy and policy administration)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF1051001,"Indigenous peoples environmental knowledge, other than in an interdisciplinary context (See RDF1051001 Indigenous peoples environmental knowledge)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF6010303,"religion and spirituality of Indigenous peoples, other than in an interdisciplinary context (See RDF6010303 Religion and spirituality of Indigenous peoples)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF6040601,"Indigenous arts, other than in an interdisciplinary context (See RDF6040601 Indigenous arts)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF4010109,"Indigenous food system, other than in an interdisciplinary context (See RDF4010109 Indigenous food system)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5050102,"Aboriginal law, other than in an interdisciplinary context (See RDF5050102 Aboriginal law)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5020115,"Indigenous economics, other than in an interdisciplinary context (See RDF5020115 Indigenous economics)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5030106,"Indigenous education system, other than in an interdisciplinary context (See RDF5030106 Indigenous education system)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF5060102,"Indigenous politics, other than in an interdisciplinary context (See RDF5060102 Indigenous politics)",
4,RDF5099906,Indigenous studies,Exclusion(s),RDF3030201,"Indigenous health, other than in an interdisciplinary context (See RDF3030201 Indigenous health)",
2,RDF601,"History, archaeology and related studies",Exclusion(s),,anthropology (See RDF50901 Anthropology),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,art history and theory (See RDF60401 Art history and theory),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,cultural studies (See RDF60501 Cultural studies),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,digital humanities other than digital arts (See RDF6059901 Digital humanities),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,economic history (See RDF5020101 Economic history and heterodox economics),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history and philosophy of specific fields (See RDF60303 History and philosophy of specific fields),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history and theory of the built environment (except architecture) (See RDF5070202 History and theory of the built environment (except architecture)),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history and theory of the built environment other than architectural history and theory (See RDF5070202 History and theory of the built environment (except architecture)),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history of art and architecture (See RDF6040101 History of art and architecture),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history of design (See RDF6040301 Design history and theory),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,history of specific concepts or fields of study (See RDF60303 History and philosophy of specific fields),
2,RDF601,"History, archaeology and related studies",Exclusion(s),,librarianship (See RDF1020701 Library science (librarianship)),
3,RDF60101,Historical studies,Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
3,RDF60101,Historical studies,Exclusion(s),,art history and theory (See RDF60401 Art history and theory),
3,RDF60101,Historical studies,Exclusion(s),,biography associated with literature (See RDF60203 Literature and literary studies),
3,RDF60101,Historical studies,Exclusion(s),,economic history (See RDF5020101 Economic history and heterodox economics),
3,RDF60101,Historical studies,Exclusion(s),,history and philosophy of specific fields (See RDF60303 History and philosophy of specific fields),
3,RDF60101,Historical studies,Exclusion(s),,history and theory of the built environment (except architecture) (See RDF5070202 History and theory of the built environment (except architecture)),
3,RDF60101,Historical studies,Exclusion(s),,history of art and architecture (See RDF6040101 History of art and architecture),
3,RDF60101,Historical studies,Exclusion(s),,history of design (See RDF6040301 Design history and theory),
3,RDF60101,Historical studies,Exclusion(s),,history of specific concepts or fields of study (See RDF60303 History and philosophy of specific fields),
4,RDF6010105,"European history (except British, classical Greek and Roman)",Exclusion(s),,british history (See RDF6010104 British history),
4,RDF6010105,"European history (except British, classical Greek and Roman)",Exclusion(s),,classical Greek and Ancient Rome history (See RDF6010103 Classical Greek and Ancient Rome history),
4,RDF6010110,Canadian history,Exclusion(s),RDF6010115,"history of Quebec, apart from Canadian history (See RDF6010115 Quebec history)",
4,RDF6010113,History of sciences and technology (except medicine and health care),Exclusion(s),,history of medicine and health care (See RDF6010112 History of medicine and health care),
4,RDF6010113,History of sciences and technology (except medicine and health care),Exclusion(s),,philosophy of sciences and technologies (See RDF6030125 Philosophy of sciences and technologies),
3,RDF60102,Archaeology,Exclusion(s),,anthropology (See RDF50901 Anthropology),
3,RDF60102,Archaeology,Exclusion(s),,geomatic surveying (See RDF2080205 Geomatic surveying (including hydrographic surveying)),
3,RDF60102,Archaeology,Exclusion(s),,remote sensing in geomatics and photogrammetry (See RDF2080204 Remote sensing in geomatics and photogrammetry),
3,RDF60103,Religion and religious studies,Exclusion(s),,language studies (See RDF60201 Languages),
3,RDF60103,Religion and religious studies,Exclusion(s),,philosophy of religion (See RDF6030113 Philosophy of religion),
2,RDF602,Languages and literature,Exclusion(s),,digital humanities other than digital arts (See RDF6059901 Digital humanities),
2,RDF602,Languages and literature,Exclusion(s),,"english language and literacy curriculum, pedagogy and didactics (See RDF5030204 English language and literacy curriculum, pedagogy and didactics (except ESL, TESOL, LOTE and sign language))",
3,RDF60201,Languages,Exclusion(s),,linguistic anthropology (See RDF5090103 Linguistic anthropology),
3,RDF60201,Languages,Exclusion(s),,linguistic processes (See RDF60202 Linguistics),
3,RDF60201,Languages,Exclusion(s),,philosophy of language (See RDF6030111 Philosophy of language),
3,RDF60201,Languages,Exclusion(s),,speech comprehension (See RDF5010204 Speech comprehension),
3,RDF60201,Languages,Exclusion(s),,speech production (See RDF5010203 Speech production),
4,RDF6020113,Bilingualism and second language learning,Exclusion(s),,"curriculum, pedagogy and didactics of second language (See RDF50302 Curriculum, pedagogy and didactics)",
3,RDF60202,Linguistics,Exclusion(s),,speech comprehension (See RDF5010204 Speech comprehension),
3,RDF60202,Linguistics,Exclusion(s),,speech production (See RDF5010203 Speech production),
4,RDF6020204,Phonetics and speech sciences,Exclusion(s),,speech comprehension (See RDF5010204 Speech comprehension),
4,RDF6020204,Phonetics and speech sciences,Exclusion(s),,speech pathology (See RDF3030304 Speech pathology),
4,RDF6020204,Phonetics and speech sciences,Exclusion(s),,speech production (See RDF5010203 Speech production),
4,RDF6020209,Lexicology (including onomastics),Exclusion(s),,lexicography (See RDF6020207 Lexicography),
3,RDF60203,Literature and literary studies,Exclusion(s),,creative writing (See RDF60404 Creative writing),
3,RDF60203,Literature and literary studies,Exclusion(s),,language studies (See RDF60201 Languages),
2,RDF603,Philosophy,Exclusion(s),,architectural history and theory (See RDF6040202 Architectural history and theory),
2,RDF603,Philosophy,Exclusion(s),,"classical philosophy (See RDF6030122 Classical philosophy (Greek, Latin, Medieval))",
2,RDF603,Philosophy,Exclusion(s),,design history and theory (See RDF6040301 Design history and theory),
2,RDF603,Philosophy,Exclusion(s),,digital humanities other than digital arts (See RDF6059901 Digital humanities),
2,RDF603,Philosophy,Exclusion(s),,"historical linguistics (See RDF6020206 Historical linguistics, diachronics, and dialectology)",
2,RDF603,Philosophy,Exclusion(s),,history and theory of the built environment other than architectural history and theory (See RDF5070202 History and theory of the built environment (except architecture)),
2,RDF603,Philosophy,Exclusion(s),,history of art and architecture (See RDF6040101 History of art and architecture),
2,RDF603,Philosophy,Exclusion(s),,"history of peoples, nations or geographics (See RDF60101 Historical studies)",
